NORAD ID,Signal,Frequency(MHz),Modulation,P(dBW),G(dBi)
39166,L2:L2C,1227.6,BPSK(1),10.0,10.0
39166,L2:M,1227.6,"BOC(10,5)",16.0,13.5
39166,L5:L5I,1176.45,BPSK(10),18.0,18.0
40105,L1:C/A,1575.42,BPSK(1),16.5,13.5
40105,L1:P(Y),1575.42,BPSK(10),13.5,13.5
40105,L2:P(Y),1227.6,BPSK(10),10.0,10.0
40105,L1:M,1575.42,"BOC(10,5)",18.2,13.5
40105,L2:L2C,1227.6,BPSK(1),10.0,10.0
40105,L2:M,1227.6,"BOC(10,5)",16.0,13.5
40105,L5:L5I,1176.45,BPSK(10),18.0,18.0
40294,L1:C/A,1575.42,BPSK(1),16.5,13.5
40294,L1:P(Y),1575.42,BPSK(10),13.5,13.5
40294,L2:P(Y),1227.6,BPSK(10),10.0,10.0
40294,L1:M,1575.42,"BOC(10,5)",18.2,13.5
40294,L2:L2C,1227.6,BPSK(1),10.0,10.0
40294,L2:M,1227.6,"BOC(10,5)",16.0,13.5
40294,L5:L5I,1176.45,BPSK(10),18.0,18.0
40534,L1:C/A,1575.42,BPSK(1),16.5,13.5
40534,L1:P(Y),1575.42,BPSK(10),13.5,13.5
40534,L2:P(Y),1227.6,BPSK(10),10.0,10.0
40534,L1:M,1575.42,"BOC(10,5)",18.2,13.5
40534,L2:L2C,1227.6,BPSK(1),10.0,10.0
40534,L2:M,1227.6,"BOC(10,5)",16.0,13.5
40534,L5:L5I,1176.45,BPSK(10),18.0,18.0
40730,L1:C/A,1575.42,BPSK(1),16.5,13.5
40730,L1:P(Y),1575.42,BPSK(10),13.5,13.5
40730,L2:P(Y),1227.6,BPSK(10),10.0,10.0
40730,L1:M,1575.42,"BOC(10,5)",18.2,13.5
40730,L2:L2C,1227.6,BPSK(1),10.0,10.0
40730,L2:M,1227.6,"BOC(10,5)",16.0,13.5
40730,L5:L5I,1176.45,BPSK(10),18.0,18.0
41328,L1:C/A,1575.42,BPSK(1),16.5,13.5
41328,L1:P(Y),1575.42,BPSK(10),13.5,13.5
41328,L2:P(Y),1227.6,BPSK(10),10.0,10.0
41328,L1:M,1575.42,"BOC(10,5)",18.2,13.5
41328,L2:L2C,1227.6,BPSK(1),10.0,10.0
41328,L2:M,1227.6,"BOC(10,5)",16.0,13.5
41328,L5:L5I,1176.45,BPSK(10),18.0,18.0
32393,L1:L1OF(C/A),1600.875,BPSK(0.5),10.0,10.0
32393,L1:L1SF(P),1600.875,BPSK(5),10.0,10.0
32393,L2:L2OF(C/A),1245.125,BPSK(0.5),10.0,10.0
32393,L2:L2SF(P),1245.125,BPSK(5),10.0,10.0
36401,L1:L1OF(C/A),1603.125,BPSK(0.5),10.0,10.0
36401,L1:L1SF(P),1603.125,BPSK(5),10.0,10.0
36401,L2:L2OF(C/A),1246.875,BPSK(0.5),10.0,10.0
36401,L2:L2SF(P),1246.875,BPSK(5),10.0,10.0
36402,L1:L1OF(C/A),1603.6875,BPSK(0.5),10.0,10.0
36402,L1:L1SF(P),1603.6875,BPSK(5),10.0,10.0
36402,L2:L2OF(C/A),1247.3125,BPSK(0.5),10.0,10.0
36402,L2:L2SF(P),1247.3125,BPSK(5),10.0,10.0
37829,L1:L1OF(C/A),1605.375,BPSK(0.5),10.0,10.0
37829,L1:L1SF(P),1605.375,BPSK(5),10.0,10.0
37829,L2:L2OF(C/A),1248.625,BPSK(0.5),10.0,10.0
37829,L2:L2SF(P),1248.625,BPSK(5),10.0,10.0
37867,L1:L1OF(C/A),1604.8125,BPSK(0.5),10.0,10.0
37867,L1:L1SF(P),1604.8125,BPSK(5),10.0,10.0
37867,L2:L2OF(C/A),1248.1875,BPSK(0.5),10.0,10.0
37867,L2:L2SF(P),1248.1875,BPSK(5),10.0,10.0
39155,L1:L1OF(C/A),1599.75,BPSK(0.5),10.0,10.0
39155,L1:L1SF(P),1599.75,BPSK(5),10.0,10.0
39155,L2:L2OF(C/A),1244.25,BPSK(0.5),10.0,10.0
39155,L2:L2SF(P),1244.25,BPSK(5),10.0,10.0
41330,L1:L1OF(C/A),1604.25,BPSK(0.5),10.0,10.0
41330,L1:L1SF(P),1604.25,BPSK(5),10.0,10.0
41330,L2:L2OF(C/A),1247.75,BPSK(0.5),10.0,10.0
41330,L2:L2SF(P),1247.75,BPSK(5),10.0,10.0
41330,L3:L3OC,1202.025,BPSK(10),10.0,10.0
42939,L1:L1OF(C/A),1598.0625,BPSK(0.5),10.0,10.0
42939,L1:L1SF(P),1598.0625,BPSK(5),10.0,10.0
42939,L2:L2OF(C/A),1242.9375,BPSK(0.5),10.0,10.0
42939,L2:L2SF(P),1242.9375,BPSK(5),10.0,10.0
42939,L3:L3OC,1202.025,BPSK(10),10.0,10.0
43508,L1:L1OF(C/A),1602.5625,BPSK(0.5),10.0,10.0
43508,L1:L1SF(P),1602.5625,BPSK(5),10.0,10.0
43508,L2:L2OF(C/A),1246.4375,BPSK(0.5),10.0,10.0
43508,L2:L2SF(P),1246.4375,BPSK(5),10.0,10.0
43508,L3:L3OC,1202.025,BPSK(10),10.0,10.0
43687,L1:L1OF(C/A),1602.0,BPSK(0.5),10.0,10.0
43687,L1:L1SF(P),1602.0,BPSK(5),10.0,10.0
43687,L2:L2OF(C/A),1246.0,BPSK(0.5),10.0,10.0
43687,L2:L2SF(P),1246.0,BPSK(5),10.0,10.0
43687,L3:L3OC,1202.025,BPSK(10),10.0,10.0
37846,E1:OS,1575.42,"MBOC(6,1,1/11)",10.0,10.0
37846,E1:PRS(A),1575.42,"BOCcos(15,2.5)",10.0,10.0
37846,E5:E5ab,1191.795,"AltBOC(15,10)",10.0,10.0
37846,E6:CS,1278.75,BPSK(5),16.0,15.0
37846,E6:PRS(A),1278.75,"BOCcos(10,5)",18.0,16.0
40889,E1:OS,1575.42,"MBOC(6,1,1/11)",10.0,10.0
40889,E1:PRS(A),1575.42,"BOCcos(15,2.5)",10.0,10.0
40889,E5:E5ab,1191.795,"AltBOC(15,10)",10.0,10.0
40889,E6:CS,1278.75,BPSK(5),16.0,15.0
40889,E6:PRS(A),1278.75,"BOCcos(10,5)",18.0,16.0
41174,E1:OS,1575.42,"MBOC(6,1,1/11)",10.0,10.0
41174,E1:PRS(A),1575.42,"BOCcos(15,2.5)",10.0,10.0
41174,E5:E5ab,1191.795,"AltBOC(15,10)",10.0,10.0
41174,E6:CS,1278.75,BPSK(5),16.0,15.0
41174,E6:PRS(A),1278.75,"BOCcos(10,5)",18.0,16.0
41175,E1:OS,1575.42,"MBOC(6,1,1/11)",10.0,10.0
41175,E1:PRS(A),1575.42,"BOCcos(15,2.5)",10.0,10.0
41175,E5:E5ab,1191.795,"AltBOC(15,10)",10.0,10.0
41175,E6:CS,1278.75,BPSK(5),16.0,15.0
41175,E6:PRS(A),1278.75,"BOCcos(10,5)",18.0,16.0
41549,E1:OS,1575.42,"MBOC(6,1,1/11)",10.0,10.0
41549,E1:PRS(A),1575.42,"BOCcos(15,2.5)",10.0,10.0
41549,E5:E5ab,1191.795,"AltBOC(15,10)",10.0,10.0
41549,E6:CS,1278.75,BPSK(5),16.0,15.0
41549,E6:PRS(A),1278.75,"BOCcos(10,5)",18.0,16.0
41860,E1:OS,1575.42,"MBOC(6,1,1/11)",10.0,10.0
41860,E1:PRS(A),1575.42,"BOCcos(15,2.5)",10.0,10.0
41860,E5:E5ab,1191.795,"AltBOC(15,10)",10.0,10.0
41860,E6:CS,1278.75,BPSK(5),16.0,15.0
41860,E6:PRS(A),1278.75,"BOCcos(10,5)",18.0,16.0
41862,E1:OS,1575.42,"MBOC(6,1,1/11)",10.0,10.0
41862,E1:PRS(A),1575.42,"BOCcos(15,2.5)",10.0,10.0
41862,E5:E5ab,1191.795,"AltBOC(15,10)",10.0,10.0
41862,E6:CS,1278.75,BPSK(5),16.0,15.0
41862,E6:PRS(A),1278.75,"BOCcos(10,5)",18.0,16.0
43056,E1:OS,1575.42,"MBOC(6,1,1/11)",10.0,10.0
43056,E1:PRS(A),1575.42,"BOCcos(15,2.5)",10.0,10.0
43056,E5:E5ab,1191.795,"AltBOC(15,10)",10.0,10.0
43056,E6:CS,1278.75,BPSK(5),16.0,15.0
43056,E6:PRS(A),1278.75,"BOCcos(10,5)",18.0,16.0
43566,E1:OS,1575.42,"MBOC(6,1,1/11)",10.0,10.0
43566,E1:PRS(A),1575.42,"BOCcos(15,2.5)",10.0,10.0
43566,E5:E5ab,1191.795,"AltBOC(15,10)",10.0,10.0
43566,E6:CS,1278.75,BPSK(5),16.0,15.0
43566,E6:PRS(A),1278.75,"BOCcos(10,5)",18.0,16.0
36590,B1:B1I,1561.098,BPSK(2),10.0,10.0
36590,B3:B3I,1268.52,BPSK(10),16.0,16.0
36590,B2:B2I,1207.14,BPSK(2),14.0,12.0
38091,B1:B1I,1561.098,BPSK(2),10.0,10.0
38091,B3:B3I,1268.52,BPSK(10),16.0,16.0
38091,B2:B2I,1207.14,BPSK(2),14.0,12.0
43001,B1:B1I,1561.098,BPSK(2),10.0,10.0
43001,B3:B3I,1268.52,BPSK(10),16.0,16.0
43001,B1:B1C,1575.42,"MBOC(6,1,1/11)",10.0,10.0
43001,B2:B2ab,1191.795,"AltBOC(15,10)",10.0,10.0
43002,B1:B1I,1561.098,BPSK(2),10.0,10.0
43002,B3:B3I,1268.52,BPSK(10),16.0,16.0
43002,B1:B1C,1575.42,"MBOC(6,1,1/11)",10.0,10.0
43002,B2:B2ab,1191.795,"AltBOC(15,10)",10.0,10.0
43107,B1:B1I,1561.098,BPSK(2),10.0,10.0
43107,B3:B3I,1268.52,BPSK(10),16.0,16.0
43107,B1:B1C,1575.42,"MBOC(6,1,1/11)",10.0,10.0
43107,B2:B2ab,1191.795,"AltBOC(15,10)",10.0,10.0
43207,B1:B1I,1561.098,BPSK(2),10.0,10.0
43207,B3:B3I,1268.52,BPSK(10),16.0,16.0
43207,B1:B1C,1575.42,"MBOC(6,1,1/11)",10.0,10.0
43207,B2:B2ab,1191.795,"AltBOC(15,10)",10.0,10.0
43208,B1:B1I,1561.098,BPSK(2),10.0,10.0
43208,B3:B3I,1268.52,BPSK(10),16.0,16.0
43208,B1:B1C,1575.42,"MBOC(6,1,1/11)",10.0,10.0
43208,B2:B2ab,1191.795,"AltBOC(15,10)",10.0,10.0
43245,B1:B1I,1561.098,BPSK(2),10.0,10.0
43245,B3:B3I,1268.52,BPSK(10),16.0,16.0
43245,B1:B1C,1575.42,"MBOC(6,1,1/11)",10.0,10.0
43245,B2:B2ab,1191.795,"AltBOC(15,10)",10.0,10.0
43246,B1:B1I,1561.098,BPSK(2),10.0,10.0
43246,B3:B3I,1268.52,BPSK(10),16.0,16.0
43246,B1:B1C,1575.42,"MBOC(6,1,1/11)",10.0,10.0
43246,B2:B2ab,1191.795,"AltBOC(15,10)",10.0,10.0
43706,B1:B1I,1561.098,BPSK(2),10.0,10.0
43706,B3:B3I,1268.52,BPSK(10),16.0,16.0
43706,B1:B1C,1575.42,"MBOC(6,1,1/11)",10.0,10.0
43706,B2:B2ab,1191.795,"AltBOC(15,10)",10.0,10.0
39199,L5:SPS,1176.45,BPSK(1),16.0,14.0
39199,L5:RS,1176.45,"BOC(5,2)",18.0,16.0
39199,S:SPS,2492.028,BPSK(1),10.0,10.0
39199,S:RS,2492.028,"BOC(5,2)",10.0,10.0
39635,L5:SPS,1176.45,BPSK(1),16.0,14.0
39635,L5:RS,1176.45,"BOC(5,2)",18.0,16.0
39635,S:SPS,2492.028,BPSK(1),10.0,10.0
39635,S:RS,2492.028,"BOC(5,2)",10.0,10.0
40269,L5:SPS,1176.45,BPSK(1),16.0,14.0
40269,L5:RS,1176.45,"BOC(5,2)",18.0,16.0
40269,S:SPS,2492.028,BPSK(1),10.0,10.0
40269,S:RS,2492.028,"BOC(5,2)",10.0,10.0
41384,L5:SPS,1176.45,BPSK(1),16.0,14.0
41384,L5:RS,1176.45,"BOC(5,2)",18.0,16.0
41384,S:SPS,2492.028,BPSK(1),10.0,10.0
41384,S:RS,2492.028,"BOC(5,2)",10.0,10.0
43286,L5:SPS,1176.45,BPSK(1),16.0,14.0
43286,L5:RS,1176.45,"BOC(5,2)",18.0,16.0
43286,S:SPS,2492.028,BPSK(1),10.0,10.0
43286,S:RS,2492.028,"BOC(5,2)",10.0,10.0
28899,L1:C/A,1575.42,BPSK(1),13.0,13.5
37605,L1:C/A,1575.42,BPSK(1),13.0,13.5
37605,L5:L5I,1176.45,BPSK(10),18.0,16.0
38652,L1:C/A,1575.42,BPSK(1),13.0,13.5
38652,L5:L5I,1176.45,BPSK(10),18.0,16.0
38779,L1:C/A,1575.42,BPSK(1),13.0,13.5
38779,L5:L5I,1176.45,BPSK(10),18.0,16.0
38977,L1:C/A,1575.42,BPSK(1),13.0,13.5
39617,L1:C/A,1575.42,BPSK(1),13.0,13.5
39617,L5:L5I,1176.45,BPSK(10),18.0,16.0
